,_id,phoneNumber,storeName,ownerName,storeNumber,gstNumber
282,AL-R202307-327,9966069066,SRI BALA BALAJI MEDICAL,MURALI,9966069066,
283,AL-R202307-328,9247278310,MEDSAVE PHARMACY - 2,Ram Kumar ,9247278310,36ABEFM5774A1ZC
284,AL-R202307-329,9440202619,BADRINATH MEDICAL GENERAL STORE ,srinivas ,9440202619,
285,AL-R202307-330,9290460454,OM SREE MEDICAL ,indirakaran Reddy,9290460454,
286,AL-R202307-331,9949003138,SURYA MEDICAL GENERAL STORE ,srinivas ,9949003138,
287,AL-R202307-332,8114317251,SRAVANTHI MEDICAL,naresh,8114317251,
288,AL-R202307-333,8919755151,SRI BALALAXMI MEDICAL,ghaneshwer,8919755151,
289,AL-R202307-334,9849162162,SRI SAI THIRUMALA MEDICAL ,Vinay Goud,9849162162,
290,AL-R202307-335,8096076666,KRITIKA DRUG MART ,Manasa Rallabandi,8096076666,36BAIPR0860E1ZQ
291,AL-R202307-336,7558269677,ALI MEDICAL ,Rajesh Badagu,7558269677,
292,AL-R202307-337,9573333887,SAI MESICAL,Naresh,9573333887,
293,AL-R202307-338,8885559613,SRI LAVANYA MEDICAL ,Subramanyam Nagulapalli,8885559613,
294,AL-R202307-339,9440228662,SRI VENKATESHWAR MEDICAL ,Atma Ram Reddy,9440228662,
295,AL-R202307-340,9912096744,NISSY ARADHYA MEDICAL ,Ramesh,9912096744,
296,AL-R202307-341,9948490814,JAYA MEDICAL ,Vijaykumar ,9948490814,
297,AL-R202307-342,7732039142,MANHAS KARTHIKEYA MEDICAL ,mahender ,7732039142,
298,AL-R202307-343,9391381124, HEALTHCARE PHARMACY ,kavitha,9391382114,36AUVPJ8922DIZ8
299,AL-R202307-344,9900200865,SHREE VEEKSHA MEDICAL ,Naveen Kumar ,9900200865,
300,AL-R202307-345,9866875045,CUREWELL,Abdul Mubeen,9866875045,
301,AL-R202307-346,9392345029,VINOD PHARMN,CH vinod,9392345029,
302,AL-R202307-347,7659966709,SUN LIGHT MEDICAL ,rafi,7659966709,
303,AL-R202307-348,9291535381,SHIVA MEDICAL STORE ,shiva,9291535381,
304,AL-R202307-349,9000333373,ARAVINDA PHARMACY ,Raghu,9000333373,
305,AL-R202307-350,9180080949,GLOBE MEDICAL AND GENERAL STORE ,SARFARZ KHAN ,9180080949,
306,AL-R202307-351,9700989080,SANAA PHARMACY ,SYED IFRAAHUDFIN HUSAINI,9700989080,
307,AL-R202307-352,9885196777,HEALTH CARE MEDICAL STORE,MOHD SAMEER,9885196777,36ANRPK6146R1Z0
308,AL-R202307-353,6301529201,AL SAFA MEDICAL STORE,MOND SALEEM UDDIN ,6301529201,
309,AL-R202307-354,9963494228,KHALEEL MEDICAL AND GENERAL STORE ,MOHD IBRAHIM,9963494228,
310,AL-R202307-355,9985012161,ZAIN MEDICAL AND GENERAL STORE ,SYED SABEER ,9985012161,
311,AL-R202307-356,9642042006,LAVANYA MEDICAL HALL,Ganesh Kumar ,9642042006,
312,AL-R202307-357,9948134326,MEDICITI MEDICAL ,manikanta a,9948134326,
313,AL-R202307-358,9949912371,SRI SAI MEDICAL ,ravi goud,9949912371,
314,AL-R202307-359,9908201986,TEJA MEDICAL GENERAL STORE ,venkatesh,9908201986,
315,AL-R202307-360,8712395839,BHARGAVI MEDICAL GENERAL STORS ,Chakradhar,8712395839,
316,AL-R202307-361,7995343337,SREE SURYA MEDICAL HALL ,srinivas Hanumandla,7995343337,
317,AL-R202307-362,9010399122,HYDERABAD MEDISTORE ,nagesh ,9010399122,
318,AL-R202307-363,9989078763,SAI THIRUMALA  MEDICAL AND GENERAL STORES ,B Sreedhar,9989078763,
319,AL-R202307-364,7893534335,VEDA PHARMACY ,Nagaraju ,7893534335,
320,AL-R202307-365,9542230451,FANCY MEDICAL ,kiran,9542230451,
321,AL-R202307-366,7893723090,SRIDHAR MEDICAL ,Sridhar,7893723090,
322,AL-R202307-367,9052757789,NOVA PHARMACY ,Santosh Chandra ,9052757789,
323,AL-R202307-368,7416418401,BALAJI MEDICAL ,veerendr ,7416418401,
324,AL-R202307-369,9705566179,VAIDYA GENERIC MEDICAL STORES,Chintamadaka Yeshwanth,9705566179,36TESTA0129A1ZF
325,AL-R202307-370,9985533159,OM SRI LALITHA MEDICAL ,sontsh,9985533159,
326,AL-R202307-371,7396706507,MEDLIFE MEDICAL ,balraj ,7396706507,
327,AL-R202307-372,9948413619,SRI RAJA RAJESHWARI,rajesh wari,9948413619,
328,AL-R202307-373,9557815522,NEW MEDX PHARMACY AND GENERAL STORE ,Shweta rajesh salunke,9701720471,36IUSPS1056N3ZK
329,AL-R202307-374,9177221266,SUMAN MEDICAL ,raj,9177221266,
330,AL-R202307-375,7799009995,GALAXY MEDICAL GENERAL STORE,Mohammed ajaz,7799009995,
331,AL-R202307-376,9866759806,SRI VINAYAKA MEDICAL ,Raju,9866759806,36AlUPP75L223
332,AL-R202307-377,8790397572,GRACE MEDICAL AND GENERAL STORE,Jhon,8790397572,
333,AL-R202307-378,9603459601,SATHYA PHARMACY ,sathyanarayana ,9603459601,
334,AL-R202307-379,9502855192,ALEEM MEDICAL AND GENERAL ,MD Aleem,9502855192,
335,AL-R202307-380,9951064914,SEKHAR MEDICAL HALL,Rajesh,9951064914,
336,AL-R202307-381,9652271085,VANAMALI MEDICAL GENERAL STORE ,vanamali ,9652271085,
337,AL-R202307-382,9949404796,ANJANI MEDICAL,Anjaiah,9949404796,
338,AL-R202307-383,8309493765,LAXMI MEDICAL AND GENERAL STORE ,Laxman ,8309493765,
339,AL-R202307-384,8978160015,HEALTH NEST MEDICAL ,venketsh,8978160015,
340,AL-R202307-385,8340070297,HEALTH POINT MEDICAL,Mohd sharfuddin,8340070297,
341,AL-R202307-386,7386588349,SAI LEELA MEDICAL AND GENERAL STORE ,Krishna,7386588349,
342,AL-R202307-387,9948331668,BALAJI MEDICAL GENERAL STORE ,p suresh,9948331668,
343,AL-R202307-388,9701205082,KRISHNA MEDICALS,Rajashekar ,9701205082,
344,AL-R202307-389,9849369114,PRINCE PHARMACY ,Abdul Khadeer,9849369114,36TESTA0772R1ZF
345,AL-R202307-390,9440340403,SAI SUDHA MEDICALS,satyam,9440340403,
346,AL-R202307-391,9989383353,SHIVA SAI MEDICAL,Shivakumar,9989383353,
347,AL-R202307-392,7396010400,OM SAI MEDICAL ,v l n Reddy,7396010400,
348,AL-R202307-393,7032666956,CITY MEDICAL ,g mahesh ,7032666956,
349,AL-R202307-394,9948404304,SREE RAJA RAJESHWARI ,banuchander,9948404304,
350,AL-R202307-395,9502043881,SHAKTHI MEDICAL & GENERAL & STORE,Prathap,9502043881,36AEFFS3307F1Z8
351,AL-R202307-396,8332968297,BALAJI MEDICAL ,Edukondala Rao,8332968297,
352,AL-R202307-397,9866543773,SRI MAANYA MEDICAL ,Narender ,9866543773,
353,AL-R202307-398,9849466358,SADHAGURU PHARMACY,srinivas,9849466358,
354,AL-R202307-399,9291627858,RK MEDICAL,Rakesh,9291627858,
355,AL-R202307-400,9849529020,VENKATESHWARA MEDICAL,Venkatesh,9849529020,
356,AL-R202307-401,8885934632,SRI GANESH MEDICAL ,ganesh ,8885934632,
357,AL-R202307-402,9100855455,SHREE SHYAM PHARMACY ,Dinesh,9100855455,36afapa0252r2zk
358,AL-R202307-403,9640728855,DEVI MEDICAL AND GENERAL STORE,Venkatesh ,9640728855,
359,AL-R202307-404,9550758551,SR MEDICAL AND GENERAL STORE ,k Ramesh ,9550758551,
360,AL-R202307-405,9618682855,KINGS MEDICAL ,Sai ram ,9618682855,
361,AL-R202307-406,9948487390,SRI SAI MEDICAL AND GENERAL ,Krishna Murthy,9948487390,
362,AL-R202307-407,6304909968,NANDINI PHARMACY ,gopi,6304909968,
363,AL-R202307-408,6281384965,THE CAPSULE MART,Naveen Reddy ,6281384965,
364,AL-R202307-409,8886014145,SRI GOWRI MEDICAL ,harivardhan ,8886014145,
365,AL-R202307-410,8096367369,SRI SRINIVASA MEDICAL AND GENERAL STORE,Ranjith Kumar ,8096367369,
366,AL-R202307-411,8686447339,YOURS PHARMACY ,Kiran Kumar ,8686447339,36AACFY1952FIZ6
367,AL-R202307-412,8555860653,BADER MEDICAL ,Dr Noman Bader,8555860653,
368,AL-R202307-413,9676795207,GVR PHARMACY ,Gona Vimala,9676795207,36TESTA0772R1ZF
369,AL-R202307-414,9700240358,LAXMI MEDICAL GENERAL PHARMACY ,Shivarani,9700240358,
370,AL-R202307-415,7569351523,YASHODA PHARMACYS,ajay,7569351523,
371,AL-R202307-416,9963374183,SRI LAKSHMI MEDICAL AND GENERAL STORE ,NAGARAJU,9963374183,
372,AL-R202307-417,9849295430,LIFE CARE MEDICAL AND GENERAL STORE ,MOHAMMAD FAQRUDDIN,9849295430,
373,AL-R202307-418,9581182331,AHMEDU MEDICAL AND GENERAL STORE,SYED MOOSA,9581182331,
374,AL-R202307-419,7075984056,SHAMEEM MEDICAL HALL,MOHD ASIF,7075984056,
375,AL-R202307-420,8712167161,INDIAN MEDICAL HALL,MOHD IBRAHIM ,8712167161,
376,AL-R202307-421,8074343602,BNK HELPING HANDS MEDICAL,ather khan,8977136260,
377,AL-R202307-422,9676513090,ROHITH MED HEALTH PHARMACY ,Rohith,9676513090,
378,AL-R202307-423,9542510027,SREE VAISHNAVI PHARMACY ,RamBabu,9542510027,
379,AL-R202307-424,9133380333,RAGHAVENDRA MEDICAL ,Devendra Roa,9133380333,
380,AL-R202307-425,9000713222,SRI VENKATESWARA MEDICAL ,srikanth ,9000713222,
381,AL-R202307-427,9963446260,SAMATHA SRI MEDICAL,Srinivas,9963446260,
382,AL-R202307-428,9248608621,REXKARE MEDICAL ,Mahender ,9248608621,
383,AL-R202307-429,9642223598,RAMAKRISHNA MEDICAL ,Soma prashanth,9642223598,
384,AL-R202307-430,9885590776,SRI RAMA MEDICAL ,Abhiram,9885590776,
385,AL-R202307-431,9059807600,ACCESS HEALTH PHARMACY ,Janardhan,9059807600,
386,AL-R202307-432,9052647047,USHODAYA MEDICAL ,rajesh ,9052647047,
387,AL-R202307-433,9642722334,SRI SAI BHAVANI MEDICAL AND GENERAL STORES,palla ravindra babu,9642722334,
388,AL-R202307-434,9391592595,SHIVA SAI MEDICAL ,Ashok ,9391592595,
389,AL-R202307-435,8978267497,SANJEVANI MEDICAL ,Ramesh ,8978267497,
390,AL-R202307-436,9293109338,BALAJI MEDICAL,Ramesh,9293109338,
391,AL-R202307-437,9652865282,MY HEALTH MEDICAL HALL,bhanu prakash reddy,8977634369,36BKWPB7256E1ZV
392,AL-R202307-438,8019938004,MED LIFE MEDICAL ,Bhaskar ,8019938004,
393,AL-R202307-439,8501870795,SUN MEDICAL ,dayanand Reddy ,8501870795,
394,AL-R202307-440,9100396704,SREE VENKATESHWARA MED  GENERAL STORES,om Shaw,9100396704,
395,AL-R202307-441,8885270671,SRI HARINI MEDICAL & GENERAL STORE,Trilok,8885270671,36AEVFS6648K1ZZ
396,AL-R202307-442,9247290367,SRI SRINIVASA MEDICAL ,venkatesh ,9247290367,
397,AL-R202307-443,8187070747,METRO PHARMACY ,Hari Krishna ,8187070747,
398,AL-R202307-444,9154238220,RAMA LAKSHMANAS GREEN PHARMACY ,saney sridhar,9154238220,36KNXPS6946F1ZT
399,AL-R202307-445,7702818373,SRI SAI MEDICAL HALL,Sai ram,7702818373,
400,AL-R202307-446,9866025460,OMKAR MEDICAL ,k nagendar ,9866025460,
401,AL-R202307-447,8919761646,PRINCE MEDICAL ,Raju,8919761646,
402,AL-R202307-448,8686264473,SAI BALAJI MEDICAL AND GENERAL ADDAGUTTA ,Nagaraj,8686264473,36AASFR629C1ZP
403,AL-R202307-449,9014467911,SHREE DURGA BHAVANI MEDICAL GENERAL ,G Shravan Kumar ,9014467911,
404,AL-R202307-450,7995089124,TEJA MEDICAL ,srinivas reddy nalla,7995089124,
405,AL-R202307-451,6305666714,POOJA MEDICAL AND GENERAL STORE ,rajini,6305666714,
406,AL-R202307-452,9346376470,MEDLIFE PHARMACY ,AsHok,9346376470,
407,AL-R202307-453,7013639027,SRI ADITYA MEDICAL AND GENERAL STORE,vankat Reddy,7013639027,
408,AL-R202307-454,9848283102,SRI VENKATESHWARA MEDICAL HALL,ramohan,9848283102,
409,AL-R202307-455,9948885772,LATHA MEDICAL AND GENERAL ,YELLAIAH ,9948885772,
410,AL-R202307-456,9866559833,LAKSHMI GANESH MEDICAL,Chandra taj,9866559833,
411,AL-R202307-457,9885188507,SRI VENKATA SAI MEDICAL AND GENERAL STORE ,P ramesh,9885188507,
412,AL-R202307-458,9390727848,LAKSHMI NARASIMHA MEDICAL AND GENERAL ,Naveen raju,9390727848,
413,AL-R202307-459,9000000464,HEERALAL MEDICAL HALL,mukesh agarwal,9000000464,36AFAPR9691F1Z0
414,AL-R202307-460,9494087523,RAPHA PHARMACY ,Pilli Christopher,9494087523,36TESTA0773R1ZF
415,AL-R202307-461,9848292797,HARI KRISHNA MEDICAL ,Punna Kamalakar ,9866424165,
416,AL-R202307-462,9848265599,BALAJI PHARMACY ,Bala Raju,9848265599,
417,AL-R202307-463,9010984242,SAI LEELA MEDICAL AND GENERAL STORE,A R chary,9010984242,
418,AL-R202307-464,9110758712,LALITHA MEDICAL SHOP,Srinuvas ,9110758712,
419,AL-R202307-465,9179811048,THIRUMALA MEDICAL ,vardhan reedy,9179811048,
420,AL-R202307-466,9849278566,SRI SAI MEDICAL ,sampath Reddy ,9849278566,
421,AL-R202307-467,9966054324,NARASIMHA MEDICAL AND GENERAL STORE ,Naga Rani ,9966054324,
422,AL-R202307-468,9550432352,HARI APOLLO2 MEDICAL GENERAL STORE,Fraz garu,9550432352,
423,AL-R202307-469,9052455108,SRINIVASA MEDICAL ,vijay ,9052455108,
424,AL-R202307-470,8142914312,SHIVA SAI MEDICAL ,Akay ,8142914312,
425,AL-R202307-471,9603949893,BABU MEDICAL STORES,mohan Kumar ,9603949893,
426,AL-R202307-472,9705864926,A R MEDICAL STORE ,Ameer,9705864926,000
427,AL-R202307-473,9390808202,SALAM MEDICAL STORE,Dawood,9390808202,
428,AL-R202307-474,6302997086,BAHADUR MEDICAL,shaik shoaib,6302997086,22AAAAA0000A1Z5
429,AL-R202307-475,9494499884,PAVANCHANDRA MEDICAL STORE S,anoop chandra,9494499884,
430,AL-R202307-476,7396250809,HYDERABAD MEDICAL ,Amair Ali Khan,7396250809,
431,AL-R202307-477,7661804569,RS APOLLO MEDICAL  STORES,swathi,7661804569,
432,AL-R202307-478,8179100817,VEDHASREE MEDICAL AND GENERAL STORE ,Vijay Kumar ,8179100817,
433,AL-R202307-479,9398282305,SREE ADITHYA PHARMACY ,nadimpalli harshith varma ,9398282302,
434,AL-R202307-480,8712393633,MANNA MEDICAL,novanischal,8712393633,
435,AL-R202307-481,8801069814,VASANTHA MEDICAL AND GENERAL STORE ,Dathasai,8801069814,
436,AL-R202307-482,8919596705,SRI RAMA MEDICAL ,A Navyanath,8919596705,
437,AL-R202307-483,9182606709,SRI LAKSHMAIAH MEDICAL,Sai kiran,9182606709,
438,AL-R202307-484,8121350976,SRINIVAS MEDICAL ,g srinivas,8121350976,
439,AL-R202307-485,9963403302,RIKSHITH MEDICAL HALL,Lavanya ,9963403302,
440,AL-R202307-486,7032636592,OM PHARMACY MEDICAL AND GENERAL STORE ,sriman,7032636596,
441,AL-R202307-487,9951087685,PREM MEDICAL,G Prasad,9951087685,
442,AL-R202307-488,7382464080,DOCTORS MEDICAL ,DOCTOR NAYEEM,7382464080,
443,AL-R202307-489,9573657131,TIRUMALA ,Sandeep ,9573657131,
444,AL-R202307-490,8341921037,SREE HANUMAN MEDICAL & GENERAL STORE ,Brahamanatally Raju,8341921037,
445,AL-R202307-491,9866198389,SRI THIRUMALA MEDICAL,viswaewararao,9866198389,
446,AL-R202307-492,9515335576,WE CARE MEDICAL AND STORE ,kamalakar,9515335576,
447,AL-R202307-493,8886655580,SRI DRUG HOUSE PHARMACY ,Kommana Raghu,8886655580,36AEPFS6254R1ZX
448,AL-R202307-494,9290240243,AROGYA SHAYA PHARMA, k h a das,9290240243,
449,AL-R202307-495,9491940609,HARI PHARMACY ,Harish Reddy ,9491940609,
450,AL-R202307-496,9666424971,SRI RAJARAJESHWARI MEDICAL AND GENERAL STORE ,gulla Durgapathi,9666424971,
451,AL-R202307-497,9966629926,SRI VENKATESHA SAI MEDICAL ,gvr reddy,9966629926,
452,AL-R202307-498,9393211767,MS DATTA MEDICAL ,suresh,9393211767,
453,AL-R202307-499,9032929290,SAI LAKSHMI MEDICAL ,manikisor,9032929290,
454,AL-R202307-500,6281881997,SAATHWIK MEDICAL AND GENERAL STORE ,MadhuSudhan,6281881997,
455,AL-R202307-502,9885980083,SHIVA MEDICAL ,Anil,9885980083,
456,AL-R202307-503,9490894906,VR MEDICAL ,sandhya,9490894906,
457,AL-R202307-504,9652785557,SRI SAI MEDICAL AND GENERAL STORE ,sravan,9652785557,
458,AL-R202307-505,9246349595,YASH AAGENCIES PHARMACY ,sarvesh kanodia,9652121460,36AAUPK4986H1ZX
459,AL-R202307-506,7673969696,SREE AVIGHNA MEDICAL ,nageswar rao,7673969696,
460,AL-R202307-507,6301196759,KRISHNAVENI MEDICAL AND GENERAL STORE ,chennarao,6301196759,
461,AL-R202307-508,8317587802,SRI VENKATESWARA MEDICAL HALL ,p murli ,8317587802,
462,AL-R202307-509,9866363003,BHAGYA SRI MEDICAL,ch Nagesh,9866363003,
463,AL-R202307-510,8712504006,SRI NIRMATHA MEDICAL ,rishi,8712504006,
464,AL-R202307-511,9000447786,AHMED MEDICAL & GENERAL STORE ,Syed Salar Moiuddin,9000447786,36TESTA0127A1ZF
465,AL-R202307-512,9908436024,LAKSHMI MEDICAL HALL ,Vijay prakash,9908436024,36ADXPM2984R1Z7
466,AL-R202307-513,9177792637,LOKESH MEDICAL GENERAL STORE,praveen garu,9177792637,
467,AL-R202307-514,9502187386,OMAN MEDICAL AND GENERAL STORE ,sudhakar ,9502187386,
468,AL-R202307-515,9542191616,CKG MY HEALTH PHARMACY ,B Suman ,9542191616,
469,AL-R202307-516,9849138013,RAJENDRA MEDICAL HALL ,gagad Rajender,9849138013,36AAPPG6598L1ZT
470,AL-R202307-517,9014823249,TARUNI PHARMACY ,Mamtha ,9014823249,
471,AL-R202307-518,9676106772,SRI PADHA MEDICAL ,HRISHIKESH ,9676106772,
472,AL-R202307-519,9908654135,PAYAL MEDICAL ,pinkidevi,9908654135,
473,AL-R202307-520,9346569874,SRI VISHNU MEDICAL  STORE ,KALAVATHI,9346569874,
474,AL-R202307-521,8977765853,SUDHA MEDICAL AND GENERAL SCHOOL ,SAI KUMAR ,8977765853,36AGHPK0426B3ZX
475,AL-R202307-522,8309825505,MEDZONE PHARMACY ,narahari,8309825505,
476,AL-R202307-523,9059267770,TRINITY MEDICAL ,Rachel jyothi ,9059267770,
477,AL-R202307-524,9989917222,SRI RAMA MEDICAL ,ranganath,9989917222,
478,AL-R202307-525,8801507265,SR MEDICAL ,MOHAMMED AZHAR,8801507265,
479,AL-R202307-526,9246103000,SRI LAXMI NARASIMHA MEDICAL ,Arun kumar ,9246103000,
480,AL-R202307-527,9030970799,SRINIVASA MEDICAL HALL ,madhan gopal ,9030970799,
481,AL-R202307-528,9701473394,SRI AYYAPPA MEDICAL ,vali,9701473394,
482,AL-R202307-529,9010269345,SRI RAGHAVENDRA MEDICAL ,Murali Krishna ,9010269345,
483,AL-R202307-530,9866396702,UMA MAHASHIVRATRI MEDICAL ,Shankar,9866396702,
484,AL-R202307-531,9346282368,SAI GANESH MEDICAL,srinivas,9346282368,
485,AL-R202307-532,9849202098,CHETHAN MEDICAL ,Narsi Reddy,9849202098,
486,AL-R202307-533,9704358890,SRI VAISHNAVI MEDICAL AND GENERAL STORE ,Praveen Kumar ,9704358890,
487,AL-R202307-534,9010823464,SRI SATAYANARAYANA MEDICAL,purnachandar rao,9010823464,
488,AL-R202307-535,9704618380,SRI RAGHAVENDRA MEDICAL ,Shobhan,9704618380,
489,AL-R202307-536,9701809143,SRI SAI RAM MEDICAL AND GENERAL STORE ,Ramulu,9701809143,
490,AL-R202307-537,7000333373,ARAVINDHA PHARMACY ,Raghu,7000333373,
491,AL-R202307-538,9848358423,SRI LAKSHMISIMHA MEDICAL ,Srinivas,9848358423,
492,AL-R202307-539,9246598225,HEAMA SAI PHARMACY MEDICAL,srinivas,8125909302,
493,AL-R202307-540,6300634533,SWAPAN MEDICAL AND GENERAL STORE ,maheswari ,6300634533,
494,AL-R202307-541,9963472714,OM NITISHA MEDICAL ,Shravan,9963472714,
495,AL-R202307-542,8341668119,SWATHI MEDICAL HALL ,Ravi,8341668119,
496,AL-R202307-543,9246342442,SRI LAXMI MEDICAL ,venkatesh ,9246342442,36amvpg7783kiz3
497,AL-R202307-544,9492309295,SRINIVASA MEDICAL,Gopal Rao,9492309295,
498,AL-R202307-545,9912622315,SRI RAJARAJESHWARI MEDICAL ,raju,9912622315,
499,AL-R202307-546,9182848242,PHARMA EASY MEDICAL AND SURGICALS,pharma easy ,9182848242,36ABDFP0346C1ZO
500,AL-R202307-547,9912116682,SHRI LAKSHMI MEDICAL HALL,Indra sena reddy,9912116682,
501,AL-R202307-548,9652396616,MADHU MEDICAL AND GENERAL STORES ,madhu,9652396616,
502,AL-R202307-549,9848086837,ADITYA MEDICAL DAMMAIGUDA ,m ramya,9848086837,
503,AL-R202307-550,9397851461,SHIVA SHAKTHI MEDICAL AND GENERAL STORE ,chiranjeevi ,9397851461,
504,AL-R202307-551,7032473783,MEDI MART PHARMACY ,Raja,7032473783,
505,AL-R202307-552,7995838397,SRI BALAJI MEDICAL AND GENERAL STORE ,karunakar reddy,7995838397,
506,AL-R202307-553,9154358525,ANAND MEDICAL GENERAL STORES,BAbu rao,9154358525,
507,AL-R202307-554,9247761817,MANIKATA RAI MEDICAL DAMMAIGUDA ,rani,9247761817,
508,AL-R202307-555,9849883445,SRI SANJEEVINI MEDICAL AND GENERAL STORE,sheshidri,9849883445,
509,AL-R202307-556,9391813777,VAMSHIKA MEDICAL ,Rushi,9391813777,
510,AL-R202307-557,9393055015,MEGABITS MEDICAL AND GENERAL STORES ,About jain,9393055015,
511,AL-R202307-558,9885849477,9885849477,Venkat Raman ,9885849477,
512,AL-R202307-559,9059848996,ANWITHA MEDICAL ,revathy,9059848996,
513,AL-R202307-560,9948914763,KARTHIKEYA MED ONE PHARMAC,jagan,9948914763,
514,AL-R202307-561,8143376779,BALAJI PHARMACY WHOLESALE ,Srinivas,8143376779,36AAZFB2633B1ZI
515,AL-R202307-562,9700993547,SRI SHIVA SAI MEDICAL ,bishnu,9700993547,
516,AL-R202307-563,9347515759,RRMEDICAL,ravikumar,9347515759,
517,AL-R202307-564,9848495996,UMA MAHESHWARI ,sri kanth,9848495996,
518,AL-R202307-565,9885720470,SHYAM,shyam,9885720470,
519,AL-R202307-566,9963882723,BENKETESWARA MEDICAL ,Lakxman,9963882723,
520,AL-R202307-567,7675874231,DHANVANTRI MEDICAL ,rajesh kumar,7675874231,
521,AL-R202307-568,7337551710,SRI RAGHAVENDRA MEDICAL AND GENERAL STORE ,swathi ,7337551710,
522,AL-R202307-569,9492867863,SRINIVASA MEDICAL AND GENERAL STORE,naresh,9492867863,
523,AL-R202307-570,9866025465,VIDYA MEDICAL HALL ,Vinod kumar,9866025465,36AAXPU25441ZC
524,AL-R202307-571,9533548844,SRI BALAJI MEDICAL ,Ramana,9533548844,
525,AL-R202307-572,7093755153,HANUMAN MEDICAL,surander reddy,7093755153,
526,AL-R202307-573,9908300080,SREE TIRUMALA DRUG PLUS,venkat ,9908300080,
527,AL-R202307-574,9866193933,BALAJI MEDICAL AND GENERAL STORE,balaji,9866193933,
528,AL-R202307-575,9676986573,MALLIESHWARI  MEDICAL AND GENERAL STORE ,Ramesh ,9676986573,
529,AL-R202307-576,9866198047,SRI SRINIVASA MEDICAL,G satyanarayana,9866198047,
530,AL-R202307-577,9866068830,BALAJI MEDICAL ,anjayya,9866068830,
531,AL-R202307-578,9000105252,SRI LAKSHMI MEDICAL AND GENERAL STORE , yadhagir goud,9000105252,
532,AL-R202307-579,9291475423,ONE STOP PHARMACY ,Linaiah,9291475423,
533,AL-R202307-580,9553393144,AKIRA  PHARMACY ,vinod keshaboina ,9553393144,36krhpk1628a1zy
534,AL-R202307-581,9640396367,MEDISHOPEE,sashider,9640396367,
535,AL-R202307-582,7989736798,RAINBOW MEDICAL ,Raju ,7989736798,
536,AL-R202307-583,9849408990,SRINIVASA MEDICAL HALL,srinivas,9849408990,
537,AL-R202307-584,7780486815,SSSRI BHAVANI MEDICAL,SHIVA,9989532087,
538,AL-R202307-585,9000323417,SRI GAYATHRI  MEDICAL ,srinivas reddy ,9000323417,
539,AL-R202307-586,9666978888,SAHITHI MEDICAL AND GENERAL STORE ,suman,9666978888,
540,AL-R202307-587,8639017939,SURYA MEDICAL AND GENERAL STORE ,praveen,8639017939,
541,AL-R202307-588,9154776153,D O C PRO PHARMACY ,Suharshu Dontham,9154776153,
542,AL-R202307-589,8977909108,MEDLIFE PHARMACY,M Revathi,8977909108,
543,AL-R202307-590,7097261078,LIFE S CARE MEDICAL,Dandu Sandeep Goud,7097261078,
544,AL-R202307-591,9490194698,PEOPLES PHARMACY ,Gonuguntla Sarada,9490194698,
545,AL-R202307-592,9291751679,SRI VIJAY DURGA MEDICAL,B Praveen kumar,9291751679,
546,AL-R202307-593,8500231288,BHANU AMRUTHA MESICAL,prathipati Laxmipriya,8500231288,
547,AL-R202307-594,9440225573,MANIKANTA MEDICAL AND GENERAL STORE ,indiramma ,9440225573,
548,AL-R202307-595,9573430305,DURGA LAKSHMI GENERIC MEDICAL ,marampalli rajagangaram,9573430305,
549,AL-R202307-596,9581246066,SAI RAM MEDICAL ,Karanam prata kumar,9581246066,
550,AL-R202307-597,8790466199,MS TULZA BHAVANI MEDICAL,A sirisha,8790466199,
551,AL-R202307-598,9642783511,AL FURQAAN MEDICAL ,Syed hasham hussain ,9642783511,
552,AL-R202307-599,7013057045,KHAN MEDICAL ,khan,7013057045,
553,AL-R202307-600,9949097621,HAMRA MEDICAL ,minhaj faisal,9949097621,
554,AL-R202307-601,9849373263,HEALTH CARE MEDICAL ,mohd ghouse,9849373263,36AJRPG3895RZ21
555,AL-R202307-602,7386509483,AHMED MEDICAL HALL,mohd Ahmed ,7386509483,36AGAPM1983G2ZD
556,AL-R202307-603,9515948850,NEW PRIME MEDICAL AND GENERAL STORES,SYED KHAJA,9515948850,
557,AL-R202307-604,9912025816,KEERTHI MEDICAL ,Krishnamurthy,9912025816,
558,AL-R202307-605,8919377321,RAJ PHARMANIC MEDICAL,raj,8919377321,
559,AL-R202307-606,9676406649,SRI SAI MEDICAL ,Kaushik,9676406649,
560,AL-R202307-607,9912597558,AMRUTHA MEDICAL,SRINIVAS,9912597558,
561,AL-R202307-608,9291565972,SRI SHIVA MEDICAL ,kishan,9291565972,
562,AL-R202307-609,9885364922,SAI BALAJI MEDICAL,k madhusudan ,9885364922,
563,AL-R202307-610,9666717120,LAXMI TULASI MEDICAL ,jagadish,9666717120,
564,AL-R202307-611,9160061502,SRI RATNA CLINIC MEDICAL AND GENERAL STORE ,vinay yadav,9160061502,
565,AL-R202307-612,9989878733,NG MEDICAL AND GENERAL STORE,Jonnala Gadda Shobha Rani,9989878733,
566,AL-R202307-613,9640471942,SRI SAI RAM MEDICAL,Yelampalli Chandra,9640471942,
567,AL-R202307-614,7396767343,SRI LAXMI MEDICAL AND GENERAL STORE ,Nagaraju ,8886322323,
568,AL-R202307-615,7702844116,SRI VENKATESHWARA MEDICAL ,Shiva ,7702844116,
